time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00046971691317922,0.19999288895937,6.4804384081185e-11,2592.929872151,0.0023486680732915,6482.5194097993,100.53096491514
-3.75,-0.00082665861920728,0.19999289475442,-3.2142510875133e-11,2593.469883042,0.0041334399415534,6483.7942785563,178.77214498012
-3.5,-0.0014260018885469,0.19999291128423,-2.0632029418266e-10,2595.0579295443,0.0071302621646642,6487.5449464342,317.90682450488
-3.25,-0.0023458178054224,0.19999295054544,-5.4321103171162e-10,2599.2135540294,0.011729502459876,6497.3690151123,565.32716032729
-3,-0.0035818151001115,0.19999301325802,-8.7821883099082e-10,2608.1799727848,0.017909701152525,6518.5868384901,1005.3096491434
-2.75,-0.0051589846537241,0.19999305847545,-1.3685106381445e-09,2624.7517734424,0.025795818579639,6557.7435071512,1787.721449783
-2.5,-0.0072065184506907,0.19999301888276,-2.195258197446e-09,2654.3667519009,0.036033850035283,6627.5430623385,3179.0682450614
-2.25,-0.0094130409051304,0.19999284306623,-3.0131541706169e-09,2703.556308833,0.047066888797564,6744.1922900366,5653.2716032752
-2,-0.010911368501251,0.19999253443531,-3.7636445071598e-09,2769.5154317902,0.054558879069096,6903.4975960182,10053.096491484
-1.75,-0.011277361118169,0.19999219304029,-3.7145171383202e-09,2840.13825415,0.056389006723054,7078.1163779854,17877.214497972
-1.5,-0.010774712206578,0.19999192666042,-3.782274049513e-09,2907.3175848857,0.053875735817136,7247.5506674085,31790.682450499
-1.25,-0.0097031927036522,0.1999917461237,-3.5643663576224e-09,2968.0279560579,0.048517965823499,7402.9496328059,56532.716032578
-1,-0.0082965096017901,0.19999161741331,-3.6651102153229e-09,3019.4734769325,0.041484286735883,7536.030990334,100530.96491507
-0.75,-0.0068572008603906,0.19999152503987,-3.8555698633758e-09,3060.8009805809,0.034287457224856,7643.340978434,178772.14497998
-0.5,-0.0055794801920955,0.1999914601885,-3.3615452643687e-09,3093.6218768712,0.027898592202983,7728.3697099465,317906.82450499
-0.25,-0.0045287585880562,0.1999914116675,-2.5281310378489e-09,3119.775669827,0.022644765343341,7795.7765494581,565327.16033015
0,-0.0037110352526102,0.19999137354252,-1.7152583797753e-09,3140.6320658167,0.018555976624222,7849.2161601492,1005309.6491476
0.25,-0.0031349542570968,0.19999134238086,-9.0474849834266e-10,3157.0606915261,0.015675449845571,7891.054413726,1787721.449791
0.5,-0.0028410703997294,0.19999131692149,-4.8763748594638e-10,3170.0277995941,0.014205968756203,7923.8144825054,3179068.2450437
0.75,-0.002904053433519,0.19999129546993,-9.2108903837484e-11,3180.7659725452,0.014520899155583,7950.5846022995,5653271.6033071
1,-0.003455932507396,0.19999127535308,2.8648733385594e-10,3191.058130812,0.017280416364726,7975.6117332358,10053096.491486
1.25,-0.0046769293483412,0.19999125129769,6.6429239886645e-10,3204.2420014457,0.023385669713226,8006.5767178138,17877214.497985
1.5,-0.0066918842923094,0.19999121588507,1.1164233981731e-09,3226.0985572208,0.033460891083458,8056.5802400063,31790682.45052
1.75,-0.0094375591282133,0.19999116182735,1.8528023559838e-09,3264.2118462016,0.047189881003213,8142.7572693335,56532716.032609
2,-0.012713051043804,0.1999910763695,4.1726964106203e-09,3325.8433457719,0.063568091511082,8281.5145725091,100530964.91533
2.25,-0.016332798074214,0.19999094121502,6.9829582116654e-09,3417.5368679254,0.081667689423317,8487.6200432771,178772144.97993
2.5,-0.019796038137994,0.19999076841323,1.0193189403651e-08,3548.9927963772,0.098984759624855,8786.7986447219,317906824.50499
2.75,-0.021892990958634,0.19999064747048,1.2564184359576e-08,3715.7586660142,0.10947007390708,9179.8228656549,565327160.32986
3,-0.022208325394797,0.19999067148952,1.3641517249141e-08,3887.2918789436,0.11104680648402,9600.2979523652,1005309649.1432
3.25,-0.02169575022319,0.19999074248534,1.3766292106254e-08,4046.5445141218,0.10848377256996,9999.152256551,1787721449.7844
3.5,-0.020985071410209,0.19999063375641,1.3847398783184e-08,4199.8431370135,0.10493027106677,10385.748724116,3179068245.0411
3.75,-0.02013881608992,0.19999025162508,1.4597496544866e-08,4351.8641778407,0.10069898871047,10770.970045218,5653271603.3009
4,-0.019190411881016,0.19998975180299,1.3965597567278e-08,4504.3779760991,0.095956976338196,11158.774879328,10053096491.465
4.25,-0.01800796452676,0.19998931477494,1.3581905378146e-08,4658.3388199091,0.090044633372603,11552.798767206,17877214497.934
4.5,-0.016343705317532,0.19998896752856,1.2542591854015e-08,4807.0622875017,0.081723034625513,11938.58499448,31790682450.594
4.75,-0.014195985212123,0.19998867867397,1.0975830910809e-08,4940.405659553,0.070983944224725,12289.788530339,56532716033.049
5,-0.011791047462639,0.19998841084446,9.3671470580148e-09,5052.5957097887,0.058958653720099,12588.462217218,100530964915.15
5.25,-0.0093875135911749,0.19998816867963,7.4127988192174e-09,5141.3288169861,0.046940344788607,12825.822081632,178772144979.63
5.5,-0.0072261502310507,0.1999880108906,5.7705604739056e-09,5207.9164811092,0.036132917163846,13003.594395134,317906824506.76
5.75,-0.005378823063677,0.19998791550674,4.0258556488482e-09,5256.8836223615,0.026895740426121,13133.50266421,565327160327.95
6,-0.0038171263985175,0.19998784656537,2.9273783397343e-09,5291.1166367109,0.019086791843526,13223.777959462,1005309649144.4

