time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00076966038198254,0.19999838100338,7.3121508847862e-12,4322.7594473937,0.0038483330621054,10806.826055355,100.53096491512
-3.75,-0.0013443156867434,0.19999838301041,-1.676436767184e-10,4325.0540419687,0.0067216327777297,10812.234024733,178.77214498008
-3.5,-0.0022718596104579,0.19999838897875,-6.2064575701015e-10,4331.6039163319,0.011359389553236,10827.69986019,317.90682450497
-3.25,-0.0035724668000669,0.19999840463376,-1.3403784748789e-09,4347.7322933697,0.017862476485986,10865.950459132,565.32716032748
-3,-0.005045232491435,0.1999984351589,-1.7112622430204e-09,4379.3368879211,0.025226359833008,10941.465070845,1005.3096491444
-2.75,-0.0064500715310883,0.19999847362528,-1.6759837961899e-09,4428.2893781675,0.032250603787595,11059.305137176,1787.7214497838
-2.5,-0.0077214974347032,0.1999985069154,-2.0102959297219e-09,4492.6513105149,0.038607775396442,11214.995498478,3179.0682450605
-2.25,-0.0087138796571072,0.19999851754562,-1.9255761429804e-09,4569.4357808762,0.043569721235735,11402.029420141,5653.271603277
-2,-0.0092944380333136,0.19999848017094,-2.6458870650004e-09,4652.9858225777,0.046472543317608,11607.484301602,10053.096491485
-1.75,-0.0095999449700921,0.19999838561936,-2.1779644754361e-09,4740.1257418393,0.048000112302261,11823.169300427,17877.214497976
-1.5,-0.0095747339638615,0.19999826027981,-2.5253727997665e-09,4831.3313598804,0.047874086256355,12050.813865826,31790.682450507
-1.25,-0.0090960698640951,0.19999815235312,-2.0432899816569e-09,4921.1823189793,0.045480769482069,12277.673084491,56532.716032635
-1,-0.0082956370343017,0.19999808656241,-2.3593749176598e-09,5004.0472693108,0.041478582004425,12488.751304584,100530.96491506
-0.75,-0.0073217436716697,0.19999805866609,-2.4924537989079e-09,5078.3537976614,0.036609073710038,12679.015006373,178772.14497992
-0.5,-0.0062582682186471,0.19999805178351,-2.2520492137801e-09,5142.6931060399,0.0312916459073,12844.281307089,317906.82450504
-0.25,-0.0051959127397386,0.19999804931158,-1.6315899742381e-09,5195.8171391583,0.02597981709102,12980.908066354,565327.16033001
0,-0.0042377512525078,0.19999804500992,-7.2695227615327e-10,5237.8438057102,0.021188963383467,13088.860980378,1005309.6491476
0.25,-0.0034526458620879,0.19999804032547,-2.1654944504235e-10,5270.8447268056,0.017263398463609,13173.314956309,1787721.4497928
0.5,-0.0028463325313208,0.1999980360883,2.3334734144953e-10,5297.0233168963,0.014231802406665,13240.006643043,3179068.2450423
0.75,-0.0024234492702694,0.19999803122112,4.9834980586638e-10,5317.6954315072,0.012117365633508,13292.417714134,5653271.6033053
1,-0.0022184058009119,0.19999802594043,6.0915550381679e-10,5334.2717193273,0.011092138487384,13334.170349945,10053096.49149
1.25,-0.0022730318795015,0.19999802103003,6.6029470779938e-10,5348.9783715867,0.011365271855289,13370.851143743,17877214.49798
1.5,-0.0025864724593105,0.19999801498124,1.9536927631236e-10,5364.8436783446,0.012932490652772,13409.999500401,31790682.45052
1.75,-0.0030998931476467,0.19999800501255,9.6066576915632e-10,5384.3894507089,0.015499620346152,13457.874804445,56532716.032635
2,-0.0038838173307707,0.19999798708338,1.5057377567018e-09,5409.8663924529,0.019419282101111,13519.703707208,100530964.91536
2.25,-0.0051115372111034,0.19999795094979,2.7770097332791e-09,5447.2418887286,0.02555794790362,13609.354495381,178772144.97996
2.5,-0.0067201815640315,0.19999787783231,3.9919423322488e-09,5502.2613243185,0.033601264358472,13740.28587076,317906824.50508
2.75,-0.0085371033765554,0.19999775249348,5.4064166477019e-09,5574.7451741245,0.042685996569026,13911.671176227,565327160.32974
3,-0.010595734120491,0.1999976117279,7.0808914287568e-09,5667.3884570032,0.052979303248666,14128.983012964,1005309649.1442
3.25,-0.012662317826273,0.19999755836038,9.1241894040195e-09,5788.8471160086,0.063312362062805,14414.514535062,1787721449.786
3.5,-0.014274769207727,0.19999763652237,1.0437524622375e-08,5938.1252600199,0.071374689502814,14770.243847833,3179068245.0411
3.75,-0.015224396314,0.19999778604362,1.1824125678572e-08,6111.8758620083,0.076122824235008,15191.826957513,5653271603.3004
4,-0.015210918086106,0.19999788642637,1.1918302789127e-08,6299.1132527876,0.07605539417581,15657.380641784,10053096491.475
4.25,-0.014282489762956,0.19999788130491,1.1339899685936e-08,6478.5843354472,0.071413205330575,16114.451199438,17877214497.935
4.5,-0.012798265663631,0.19999783916071,1.06298827518e-08,6639.4272317776,0.063992019702111,16531.053107103,31790682450.569
4.75,-0.011073751583845,0.19999781701813,8.7110496593823e-09,6777.3630691193,0.055369362272085,16891.8062805,56532716033.028
5,-0.0092995383344988,0.19999782412937,7.1984498362099e-09,6892.1143120248,0.046498197543852,17193.299905775,100530964915.12
5.25,-0.0075772250948328,0.19999784007362,6.0492775233456e-09,6985.8149795572,0.037886534635659,17439.693308731,178772144979.66
5.5,-0.0059780089983755,0.19999784906657,4.7054706797667e-09,7060.9597195531,0.029890366453486,17636.831801302,317906824506.57
5.75,-0.0045208619857758,0.19999785860795,3.4622686939656e-09,7118.8652616935,0.022604551955405,17788.264515534,565327160328.08
6,-0.0032303300559851,0.19999787467044,2.3386861336405e-09,7159.9022578104,0.016151821919975,17895.277316817,1005309649145.8

