time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00081013024346649,0.19998656010061,8.1092244030856e-11,3810.9011992756,0.0040509234373709,9527.7369178449,100.53096491505
-3.75,-0.0014231742509995,0.19998655757892,-1.7521140094345e-10,3812.4457298307,0.0071163495597884,9531.2722870972,178.7721449799
-3.5,-0.0024431066162614,0.19998655008189,-2.0302115544268e-10,3817.0582640748,0.0122163546261,9541.8634211482,317.90682450499
-3.25,-0.0039483324568587,0.1999865304012,-4.2577319447901e-10,3829.5028239964,0.019742991935085,9570.6713656211,565.3271603277
-3,-0.0056873140139005,0.19998648968399,-5.5569326917748e-10,3856.7049543763,0.028438491134369,9634.6217672787,1005.3096491451
-2.75,-0.0071635797056647,0.19998640946451,-5.068807595876e-10,3901.3113945498,0.035820332615702,9741.4420851996,1787.7214497874
-2.5,-0.0082422586079933,0.199986225381,-7.6592598929892e-10,3959.5268146736,0.041214131584572,9882.712025284,3179.0682450597
-2.25,-0.0090636125183063,0.19998590036685,-1.0239631365039e-09,4028.2963145199,0.045321257656811,10050.806284211,5653.2716032793
-2,-0.0096337798210062,0.19998547760533,-1.3535252918473e-09,4106.3895207913,0.048172396997508,10242.949706212,10053.096491495
-1.75,-0.0098749478666425,0.19998502786179,-1.595178211744e-09,4189.2991845427,0.04937843583666,10448.556072538,17877.214497957
-1.5,-0.009733553636535,0.19998460198679,-1.9430217435001e-09,4274.411936055,0.048671515405406,10661.596191432,31790.682450513
-1.25,-0.009102922104393,0.19998423788525,-2.0094521602232e-09,4358.2444866489,0.04551819783679,10873.940188118,56532.716032704
-1,-0.0080533159818156,0.19998392580532,-2.2675550326312e-09,4433.5607575008,0.04026981643291,11066.846148468,100530.96491501
-0.75,-0.0068345751695519,0.19998364072606,-2.6936306518621e-09,4496.3470324771,0.034175671293004,11228.67229311,178772.14497984
-0.5,-0.0056543269016124,0.19998338779668,-2.2927859610888e-09,4546.9107202118,0.028273982973327,11359.140353978,317906.82450517
-0.25,-0.0046230381294641,0.19998317417821,-1.5267236364025e-09,4587.3356022888,0.023117135470996,11463.177963356,565327.16032986
0,-0.0037760366439949,0.19998300689733,-1.0697589480912e-09,4619.7653357255,0.018881787520513,11546.278223481,1005309.6491479
0.25,-0.0031204434204517,0.19998288577593,-5.2651993875941e-10,4645.641479763,0.015603552315598,11612.270367046,1787721.4497924
0.5,-0.0026751706769187,0.19998279769015,-1.8906587406775e-10,4666.1917727391,0.013377003961388,11664.395607766,3179068.2450491
0.75,-0.0024702000558561,0.19998272911901,8.675327123342e-11,4682.9760138098,0.01235206693469,11706.66498333,5653271.6033019
1,-0.0025542532418141,0.19998267106867,2.3167001650393e-10,4697.6364031863,0.012772372866981,11743.192950604,10053096.491476
1.25,-0.0030306418881643,0.19998261756864,5.5105431329139e-10,4712.6213340827,0.015154526553527,11779.872022839,17877214.497974
1.5,-0.0040115914320963,0.19998255859192,8.0916828792965e-10,4733.296026551,0.020059706508288,11829.511999298,31790682.450528
1.75,-0.0054603515366034,0.19998249026691,1.1668346289184e-09,4767.6238734748,0.027304148124992,11911.223259288,56532716.032751
2,-0.0071811451700312,0.19998245745595,1.651236924971e-09,4820.3953993961,0.035908875515652,12036.525150848,100530964.91513
2.25,-0.0091374271132695,0.19998250308026,2.6239872497058e-09,4890.9670296317,0.045691132837306,12203.011400188,178772144.97981
2.5,-0.011421540203565,0.19998250921975,3.6263307912066e-09,4981.5700894119,0.057112695746611,12414.520036617,317906824.50507
2.75,-0.013771274816334,0.19998233486547,4.4118082520583e-09,5102.0203932343,0.068862456405322,12695.972896381,565327160.32954
3,-0.015037040310685,0.19998207186048,5.5286948352773e-09,5250.971454907,0.0751919418126,13054.795922421,1005309649.1449
3.25,-0.014557909969385,0.19998184413775,5.3029074464916e-09,5398.2584668085,0.072796158233017,13425.724720442,1787721449.7898
3.5,-0.013305116494681,0.19998159814173,5.1250563792848e-09,5522.8033115811,0.066531704009274,13747.426231573,3179068245.0471
3.75,-0.01235867706266,0.19998130277647,5.257441149098e-09,5631.539359887,0.061799162678029,14026.595217777,5653271603.2968
4,-0.011961558593868,0.19998102775998,5.4525486348211e-09,5739.8531365696,0.05981346694755,14299.834379644,10053096491.465
4.25,-0.011776982208212,0.19998078007722,5.739920538872e-09,5856.8417711897,0.05889057040312,14592.902030731,17877214497.951
4.5,-0.011308332372889,0.19998052200433,6.067805813359e-09,5980.0092475738,0.056547168993025,14903.823042098,31790682450.58
4.75,-0.010331029955634,0.1999802625573,5.8252327406194e-09,6099.9379708507,0.051660247985047,15210.755860753,56532716032.993
5,-0.0089701929339727,0.19998003777995,5.2428923424941e-09,6207.3313750663,0.044855441741701,15488.71403606,100530964915.07
5.25,-0.0074618648071168,0.19997985056565,4.5942187831827e-09,6296.9925412729,0.03731308322392,15722.178066665,178772144979.58
5.5,-0.0059539132402716,0.19997968331256,3.7221594695325e-09,6368.5981244772,0.029772590604031,15909.010974628,317906824506.29
5.75,-0.0045143375273436,0.19997954249457,2.716959546234e-09,6422.9378833372,0.022573996675438,16050.808086177,565327160328.24
6,-0.0032051037888325,0.19997944297828,1.9775985293791e-09,6460.4839609186,0.016027166298498,16148.722053616,1005309649145.9

