time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00086799249927323,0.19999825513021,-4.8829829069064e-12,3725.3829946178,0.0043400003600424,9313.3633182912,100.53096491495
-3.75,-0.0015259701206663,0.19999825468384,-1.35660371825e-11,3727.101845608,0.0076299171864167,9317.2935146979,178.77214497943
-3.5,-0.0026243104820742,0.19999825340109,-2.9555469183151e-11,3732.2786860172,0.013121667001809,9329.1719211631,317.90682450528
-3.25,-0.0042491113847743,0.19999825032258,-5.6171511886305e-11,3746.5174564451,0.021245742789838,9362.1496798145,565.32716032837
-3,-0.0060636948226798,0.19999824552477,-7.3683281698322e-11,3778.4357446119,0.030318740080772,9437.4970342561,1005.3096491487
-2.75,-0.0072973174166749,0.19999824223809,-6.7752026211565e-11,3830.423855635,0.036486907759841,9563.4120846762,1787.7214497937
-2.5,-0.0076859298606576,0.19999824022789,-3.3382185904429e-11,3892.3030840894,0.03842998744338,9716.4933918928,3179.068245056
-2.25,-0.0076203455541499,0.19999823137235,4.3858250364792e-12,3953.9951425547,0.038102064712576,9870.74524595,5653.2716032878
-2,-0.0072618019789099,0.1999982106533,2.3945290195115e-11,4014.2545301297,0.036309334744496,10022.512754305,10053.096491485
-1.75,-0.0065306221713395,0.19999817688297,6.074607483697e-11,4068.8794304119,0.032653408511639,10161.456699131,17877.214497946
-1.5,-0.005703776332071,0.19999812040271,9.7897689954607e-11,4114.2889461183,0.028519149682961,10277.459942501,31790.682450537
-1.25,-0.0049842754169488,0.19999802465095,1.2220890965864e-10,4153.3328445542,0.024921623229298,10376.989649396,56532.716032886
-1,-0.0043336518494354,0.1999979103225,1.4052226049444e-10,4187.8596715392,0.021668485647945,10464.845082656,100530.96491494
-0.75,-0.0037414838298524,0.19999781843958,1.5633760952483e-10,4217.6319297144,0.018707623208351,10540.505922966,178772.14497962
-0.5,-0.0032376134309294,0.19999775075161,1.3628542738786e-10,4242.8367894252,0.016188249211647,10604.432273535,317906.82450535
-0.25,-0.0028641676146548,0.19999769303921,8.959633035488e-11,4263.5565726575,0.01432100326326,10656.828760185,565327.16032935
0,-0.0027007288968968,0.19999764837113,2.0372148412662e-11,4280.517097949,0.013503803264157,10699.467496882,1005309.6491484
0.25,-0.0028567799037123,0.19999761938976,-3.2915004055667e-11,4295.3762878312,0.014284069542565,10736.377948271,1787721.4497935
0.5,-0.0035053767662658,0.19999759633421,-5.5076831984024e-11,4311.0128848667,0.017527094477703,10774.35187109,3179068.2450549
0.75,-0.0049109287079189,0.1999975732678,-6.5991656583719e-12,4331.7917384891,0.024554941480929,10823.085022414,5653271.6032948
1,-0.0074193045397852,0.19999755629972,1.0192025001743e-10,4364.9900777974,0.037096975968403,10897.611394058,10053096.491487
1.25,-0.011144730847091,0.19999754799098,2.9088909059283e-10,4428.1958129924,0.05572433741841,11036.355149184,17877214.497959
1.5,-0.015181250488974,0.19999753819849,3.7928060692138e-10,4542.7303189528,0.075907186787092,11291.90276446,31790682.450537
1.75,-0.018049729356542,0.19999751448054,2.8005331387249e-10,4702.6320681029,0.090249768370548,11661.741155117,56532716.032886
2,-0.019560844252714,0.19999743753345,2.3480950517296e-10,4884.0432043765,0.0978054743799,12094.568885563,100530964.91489
2.25,-0.020545098709372,0.19999723073299,1.7955770204026e-10,5078.8979219769,0.10272691593819,12564.826276971,178772144.97949
2.5,-0.021207161073092,0.19999690046959,-2.9444002791479e-11,5292.4375535191,0.10603744869694,13084.181182812,317906824.5053
2.75,-0.021017530017561,0.1999966062312,4.3343106881366e-13,5516.2567066954,0.105089433334,13640.235894846,565327160.32916
3,-0.019693971466492,0.19999639802343,-2.0484058893544e-10,5738.5256348387,0.098471630794958,14208.794587627,1005309649.1488
3.25,-0.017296865216435,0.19999608400336,-5.9643667782439e-10,5942.3836021785,0.086486019476879,14745.952648493,1787721449.7942
3.5,-0.014335618483763,0.19999561450486,-9.3607610551771e-10,6112.0192715694,0.071679664172752,15202.274344939,3179068245.054
3.75,-0.011415532439997,0.19999526490194,-1.0577121400956e-09,6242.6176143432,0.057079013573447,15556.231121665,5653271603.289
4,-0.0090174094125487,0.19999511715283,-9.1504581689605e-10,6340.9383332198,0.045088147855275,15820.57057762,10053096491.491
4.25,-0.0071688582061424,0.19999505211105,-7.5201711524642e-10,6418.360514,0.035845177820392,16025.707202555,17877214497.936
4.5,-0.0056667044620578,0.1999949946351,-6.089528881148e-10,6480.1522919126,0.028334231426032,16187.79016196,31790682450.558
4.75,-0.0044540864759302,0.19999493208076,-4.8560666598974e-10,6528.6522026476,0.022270996717641,16313.952424356,56532716032.939
5,-0.0034954356254618,0.19999487969294,-4.0186520777752e-10,6567.2709040746,0.017477625581296,16413.583786795,100530964914.93
5.25,-0.0027111975159844,0.19999482854376,-3.2752067724573e-10,6597.7412207243,0.013556338109919,16491.748802324,178772144979.4
5.5,-0.0020602172314175,0.19999476900279,-2.7606028574212e-10,6621.0614584165,0.010301355588858,16551.330198941,317906824505.47
5.75,-0.0015194286977845,0.19999470517967,-2.3434620910479e-10,6638.3999155402,0.007597344621761,16595.481279375,565327160328.58
6,-0.0010706087592563,0.19999465339291,-1.8969081860831e-10,6650.4927017246,0.0053531869031883,16626.199785313,1005309649149

