time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00048218280353103,0.19999305142889,2.6255164708999e-11,4238.2631612131,0.0024109977826091,10595.964445844,100.53096491504
-3.75,-0.00085408483266332,0.19999304707079,-7.3917094667308e-11,4239.0183749599,0.0042705726282451,10597.721091124,178.77214497921
-3.5,-0.001500586995884,0.19999303409866,-1.863853515971e-10,4241.3122246733,0.0075031963120025,10603.052951381,317.90682450491
-3.25,-0.002577548484437,0.19999299937967,-4.1063863420732e-10,4247.8074188072,0.012888193548837,10618.126546548,565.32716032737
-3,-0.0042041718640404,0.19999292411329,-5.9756644077424e-10,4263.8163911296,0.02102160305247,10655.209499555,1005.30964915
-2.75,-0.0062811974885708,0.19999279816104,-6.6293814882101e-10,4296.6994031556,0.031407118387745,10731.549646923,1787.7214497944
-2.5,-0.0083859547177662,0.1999926291504,-7.8266459979659e-10,4352.7700594361,0.041931318935878,10863.226098684,3179.0682450593
-2.25,-0.009994629792498,0.19999246051752,-6.3112981507629e-10,4430.9275252215,0.049975032891771,11050.138650538,5653.2716032857
-2,-0.010919264860148,0.19999235237011,-4.1193759514613e-10,4521.5874174624,0.054598412042889,11270.802691256,10053.096491483
-1.75,-0.01131890555811,0.19999230967411,-1.4269208037376e-10,4617.7533289667,0.05659670402601,11507.96507678,17877.214497946
-1.5,-0.011241320934705,0.19999227930955,6.8697048050126e-11,4717.1685561764,0.056208774526281,11756.233701152,31790.682450529
-1.25,-0.010681794174323,0.19999220619169,1.7636914151353e-10,4815.0603193636,0.053411052249165,12003.875969242,56532.716032935
-1,-0.0098134221432315,0.19999208468683,2.8656921280401e-10,4908.7198547169,0.049069052700812,12242.807443558,100530.96491502
-0.75,-0.0086753996124579,0.19999194932942,4.2389403098753e-10,4996.1788946174,0.043378744202272,12467.489771056,178772.14497985
-0.5,-0.0072798019382547,0.19999182758558,5.3008841760516e-10,5071.2665997444,0.036400497091115,12661.907597379,317906.82450521
-0.25,-0.0058698784972981,0.19999172500464,4.9209170072118e-10,5129.2865847372,0.029350606867264,12812.709431456,565327.16033015
0,-0.0046860255471575,0.19999164002252,3.5042291290921e-10,5173.1028295824,0.023431107153496,12926.20098307,1005309.6491471
0.25,-0.0037600817661702,0.19999157250277,8.4680484846444e-11,5207.3172933306,0.018801201066217,13014.241473344,1787721.4497919
0.5,-0.0030549184976012,0.19999152232616,5.3488768969601e-11,5234.3130607273,0.015275239980529,13083.284598842,3179068.2450589
0.75,-0.0025662044205028,0.19999148735764,-7.4490913437586e-11,5255.4426340696,0.012831568255257,13137.002834002,5653271.6033023
1,-0.0023224403329544,0.19999146209691,-5.1041337822966e-11,5272.3115211637,0.011612697405187,13179.564181277,10053096.491484
1.25,-0.0023739759847201,0.19999143703248,4.4470760407478e-11,5287.1539108853,0.01187038815235,13216.588424907,17877214.497973
1.5,-0.002781969259782,0.19999139681855,1.7219359271792e-10,5303.6873973154,0.01391044466934,13257.223596128,31790682.450497
1.75,-0.0035082481848472,0.19999131649514,2.830882195326e-10,5328.1384376148,0.017542002554612,13316.82657704,56532716.032977
2,-0.0042407784537248,0.19999118215243,3.4898972600672e-10,5363.9913338488,0.021204827173358,13404.542315068,100530964.91479
2.25,-0.0048128964343086,0.19999102253876,3.0178837207018e-10,5403.5300795087,0.024065562409867,13501.61212463,178772144.97935
2.5,-0.0056663191258086,0.19999084265414,4.9764992127166e-10,5444.199770119,0.028332892899632,13600.205031143,317906824.50494
2.75,-0.0070517670611002,0.19999059718463,8.735563383766e-10,5497.6085733712,0.035260493045189,13727.600068591,565327160.32927
3,-0.0087875728670966,0.19999025487247,1.1690302059719e-09,5574.5794996551,0.043940005340471,13910.270949646,1005309649.1508
3.25,-0.010392004648742,0.19998984744255,1.2731362630802e-09,5682.2310381283,0.051962661013443,14168.043355774,1787721449.7972
3.5,-0.01124522335097,0.19998952551063,6.7236971545981e-10,5811.9298687311,0.056229061608506,14484.789009997,3179068245.0564
3.75,-0.011346784737489,0.19998942193015,-9.1204377383747e-11,5945.5721359726,0.056736924523183,14817.019389882,5653271603.2832
4,-0.01098872905731,0.19998946612537,-5.5944582300071e-10,6075.2487281432,0.054946539286237,15143.202632412,10053096491.497
4.25,-0.010366491292284,0.19998949209842,-7.1389849587433e-10,6199.1388379828,0.051835179856146,15457.129843221,17877214497.905
4.5,-0.0095259447739041,0.19998944641824,-8.2347462182497e-10,6315.4776542351,0.047632237322944,15753.784656173,31790682450.565
4.75,-0.0085031693043655,0.19998936203429,-9.2459417899704e-10,6421.8388704664,0.042518108052561,16026.478662814,56532716032.989
5,-0.0073135088828275,0.1999892882237,-1.0372117609236e-09,6516.8213835362,0.036569503035658,16271.166194607,100530964915.01
5.25,-0.0060129644214632,0.19998924375724,-1.1528793475435e-09,6596.207285089,0.030066439116732,16476.510527216,178772144979.2
5.5,-0.0047588187286622,0.19998922460813,-1.0786868065438e-09,6657.8184707274,0.023795375665637,16636.023335154,317906824505.31
5.75,-0.0036195761052796,0.19998920138703,-9.5407315381379e-10,6703.9208447236,0.018098857739056,16755.218589395,565327160328.13
6,-0.0026028038343674,0.19998916092988,-8.4654611098856e-10,6736.3884445051,0.013014724509269,16839.031616461,1005309649151

