time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.0001823561666365,0.19999376260924,5.5681154131904e-12,1499.6452811886,0.00091180926973977,3749.2270129456,100.53096491509
-3.75,-0.0003212857729285,0.19999376160534,3.4586049302288e-11,1499.9154616066,0.0016064789739148,3749.8959433358,178.77214497992
-3.5,-0.00055609391478594,0.1999937585991,-7.1960062908438e-11,1500.7233756595,0.0027805563467162,3751.8965177417,317.90682450495
-3.25,-0.00091655813711172,0.19999375048625,-1.4974080309038e-10,1502.8938808798,0.0045829338910008,3757.2731952454,565.32716032751
-3,-0.001366696164696,0.19999373329092,-2.2101032115529e-10,1507.4283944595,0.0068336949472245,3768.5130852895,1005.3096491447
-2.75,-0.0018145952840692,0.1999937079559,-2.9109459287469e-10,1513.8296354829,0.0090732618669724,3784.3816102505,1787.7214497852
-2.5,-0.0022472956185043,0.19999367813599,-3.2332486687991e-10,1520.7840774381,0.011236833280969,3801.6003602947,3179.0682450602
-2.25,-0.0026177946938185,0.19999364437909,-4.6534742725868e-10,1528.4175365537,0.013089389424774,3820.5106945941,5653.2716032775
-2,-0.0029182088881831,0.19999360900149,-7.3898992480892e-10,1536.9640021545,0.014591510712051,3841.7148455916,10053.096491493
-1.75,-0.0031939372242414,0.19999357029637,-9.0335722235935e-10,1546.4114645355,0.015970199538873,3865.1671520841,17877.214497956
-1.5,-0.0034925754154505,0.19999352458174,-1.108629188451e-09,1555.9773587566,0.017463442492012,3888.8833461758,31790.68245051
-1.25,-0.0039266340222391,0.19999347056369,-1.5462244262743e-09,1565.5932504516,0.019633811098803,3912.6026551652,56532.716032648
-1,-0.0046242447486979,0.19999340922794,-2.114462827052e-09,1575.9098313727,0.023121985700834,3937.7991627989,100530.96491503
-0.75,-0.0057669012532266,0.19999333972169,-3.1445761550231e-09,1588.6993184661,0.028835466525314,3968.5807534011,178772.14497988
-0.5,-0.0073432499607634,0.19999325187536,-4.2103951436445e-09,1608.5344559557,0.036717488672145,4016.0574826765,317906.82450513
-0.25,-0.0085514341173362,0.19999314786177,-4.5915271584818e-09,1638.5331557318,0.04275863552428,4088.9973198049,565327.16033
0,-0.0086166510283306,0.19999309756894,-3.9606726787156e-09,1671.0115485331,0.04308474208659,4169.9324271159,1005309.6491477
0.25,-0.0082193825861421,0.19999317480668,-2.8132447482676e-09,1697.7494980337,0.04109831544879,4237.3613868911,1787721.4497919
0.5,-0.008246124345639,0.19999333740481,-1.8745467400549e-09,1719.6388645658,0.04123199528757,4291.9437451906,3179068.2450461
0.75,-0.0092706393059176,0.19999348812264,-4.0436987092107e-10,1740.4177725425,0.046354705810152,4341.8565011564,5653271.6033038
1,-0.011545958298781,0.19999358233573,-2.1428192553685e-11,1767.0105395066,0.057731644005436,4402.9931802557,10053096.491479
1.25,-0.014730465628456,0.19999357388407,1.2375669378173e-09,1805.3412358848,0.073654694711007,4489.1444393535,17877214.497978
1.5,-0.018502630915913,0.19999342395822,2.0987389603988e-09,1857.938602686,0.092516196532571,4605.5789492026,31790682.450523
1.75,-0.02285500369695,0.19999319658132,2.5991280239168e-09,1929.8759041058,0.11427890592233,4762.6551905696,56532716.032701
2,-0.027450202181235,0.19999301257375,5.1583270987976e-09,2027.295105386,0.13725580623288,4974.6957680008,100530964.91521
2.25,-0.031681823246735,0.19999287102233,1.0167787500848e-08,2149.9342013087,0.15841476291506,5243.4416832069,178772144.97982
2.5,-0.035016399143649,0.19999263290364,1.2866506970965e-08,2299.1626235781,0.17508844519125,5577.1455232836,317906824.505
2.75,-0.036426318369406,0.1999921263242,1.4456858821177e-08,2471.2250205227,0.1821387623609,5979.9246005858,565327160.32968
3,-0.035722271566511,0.19999131500112,1.7116297712505e-08,2649.4208824976,0.17861911437326,6419.041682298,1005309649.1445
3.25,-0.033784375357086,0.19999035442935,1.6961436699603e-08,2821.0992330353,0.16893002392402,6857.3962991665,1787721449.7876
3.5,-0.031314858269469,0.1999894888073,1.6103043343207e-08,2985.0167476408,0.15658252069811,7284.3361130698,3179068245.0452
3.75,-0.028273078698455,0.19998879328871,1.5816576492966e-08,3141.5956821182,0.14137331514704,7700.5234651048,5653271603.2973
4,-0.024759707053069,0.19998823177101,1.4606882814405e-08,3284.310196929,0.12380582014607,8087.297517404,10053096491.463
4.25,-0.021385805448838,0.19998782626914,1.2918569325393e-08,3411.6409981542,0.10693553627021,8433.1864332785,17877214497.941
4.5,-0.018307046559493,0.19998764730775,1.121363135681e-08,3526.0681128776,0.091540886682679,8742.4553217228,31790682450.578
4.75,-0.015382818210979,0.19998780459003,9.7734407233929e-09,3626.192488823,0.076918781337971,9012.7103509886,56532716033.016
5,-0.012599989229578,0.19998819200786,8.5770386348827e-09,3710.8047208857,0.063003665884167,9240.8782347541,100530964915.11
5.25,-0.010016812502554,0.19998853014568,6.9665517798967e-09,3779.6766577777,0.050086934963856,9426.086347028,178772144979.59
5.5,-0.0076982653936229,0.1999886388823,5.4315392183923e-09,3833.1889888413,0.038493513616227,9569.3374979308,317906824506.43
5.75,-0.0056848958388534,0.19998858421845,3.9960850184428e-09,3872.5360321072,0.028426101726137,9674.0756405175,565327160328.15
6,-0.0039930632914979,0.1999885178811,2.8468756241296e-09,3899.381050304,0.019966462744716,9745.127333452,1005309649145.5

