time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00067556870447572,0.19999388773459,4.4869219451016e-11,3983.8661473549,0.0033779467569255,9959.8561111005,100.53096491502
-3.75,-0.0011814639623733,0.19999388725671,-3.3487657091769e-11,3985.6872576049,0.0059075003670241,9964.1749614952,178.7721449792
-3.5,-0.0020000795648406,0.19999388592358,-1.2721979025798e-10,3990.9221243909,0.0100007035495,9976.612528699,317.90682450495
-3.25,-0.0031311820017398,0.19999388292549,-2.2091484197517e-10,4003.6693385953,0.01565638886513,10007.026542661,565.32716032743
-3,-0.0043406543548501,0.19999387831494,-1.9378099125333e-10,4026.2589275806,0.02170393609751,10061.215977125,1005.3096491495
-2.75,-0.0055747147277777,0.19999387129802,-1.2028289475552e-10,4055.7468946865,0.027874427809163,10131.805703894,1787.721449795
-2.5,-0.0071769566772377,0.199993851023,-2.3029755880088e-10,4095.4074394092,0.035885886693592,10225.664811204,3179.068245059
-2.25,-0.0091605710744111,0.19999378937031,-3.6098057876188e-10,4156.559171908,0.045804277739005,10369.964110331,5653.2716032815
-2,-0.010937125997304,0.19999365831484,-4.8140513797534e-10,4245.124581878,0.054687364036632,10581.501801094,10053.096491477
-1.75,-0.011787560736882,0.19999346903917,-3.2999381005538e-10,4349.9743577728,0.058939728349619,10837.64223086,17877.214497948
-1.5,-0.011692788740094,0.19999325679141,-1.0492318125443e-10,4454.2602036102,0.058465914939746,11098.089779763,31790.682450529
-1.25,-0.010973654344189,0.19999304477302,1.2873790922185e-10,4551.3328167029,0.054870179893753,11344.572230631,56532.716032954
-1,-0.0098102624859321,0.19999284116589,3.5885072691144e-10,4639.6126124354,0.049053068243628,11571.603091755,100530.96491501
-0.75,-0.0083590324676511,0.1999926530025,5.792823998263e-10,4716.3022724129,0.041796697739548,11770.625971061,178772.14497982
-0.5,-0.0068486240929247,0.19999249421916,6.5976912821952e-10,4778.864755725,0.034244405619779,11933.615965423,317906.82450521
-0.25,-0.0054778711965504,0.19999236978586,5.7223914495808e-10,4827.4051448567,0.027390400955994,12059.92553944,565327.16033012
0,-0.0043594574607717,0.19999227617027,4.0425973679703e-10,4864.4088288211,0.021798129129131,12155.715847609,1005309.6491473
0.25,-0.0035020146321669,0.19999220717855,1.8634249698835e-10,4893.1776305303,0.017510755451826,12229.670798799,1787721.449792
0.5,-0.00287555121255,0.19999215591415,1.5920165186145e-09,4915.8885372144,0.014378319986956,12287.663066724,3179068.2450608
0.75,-0.0024763657897635,0.1999921163527,-8.6458618042684e-12,4933.7452789095,0.012382317037917,12332.958504193,5653271.6033016
1,-0.0023456584790317,0.19999208645094,-1.700467544552e-11,4947.9278564905,0.011728756475604,12368.607634684,10053096.491486
1.25,-0.0025718701277282,0.19999206502153,4.3489101209104e-11,4960.1849507335,0.012859860852245,12398.90390197,17877214.497972
1.5,-0.0033006964200211,0.19999204877748,1.3861289893669e-10,4973.7499537263,0.016504138240511,12431.483077229,31790682.450504
1.75,-0.0047043682477906,0.19999202989712,2.8916602445861e-10,4995.342194671,0.02352277863384,12481.946649268,56532716.032989
2,-0.0068203767078574,0.19999198669405,5.6390936364892e-10,5037.1426953775,0.034103249938277,12578.731847394,100530964.91468
2.25,-0.009219715288656,0.19999189144421,8.22384826904e-10,5113.0820428627,0.046100445483612,12756.11343079,178772144.97923
2.5,-0.011047076125662,0.19999175080165,6.4415939249329e-10,5220.6125762137,0.055237658960461,13012.366466969,317906824.50497
2.75,-0.012096213183687,0.19999160930299,3.5486369398541e-10,5340.4922233486,0.060483603416456,13303.124341298,565327160.32928
3,-0.012822016095834,0.19999150600246,2.6601298941387e-10,5466.0047875001,0.064112803349189,13609.650537099,1005309649.1505
3.25,-0.013417046702625,0.19999141219518,3.2729063903503e-10,5605.7312997438,0.067088114211336,13952.134061557,1787721449.7975
3.5,-0.0134685273143,0.19999128857962,1.5691359323e-10,5759.5637695896,0.067345569949381,14334.52345865,3179068245.0597
3.75,-0.012880994390805,0.19999114855882,-1.3475798255058e-10,5908.7969462345,0.064407822464262,14711.616966541,5653271603.2811
4,-0.012094287551644,0.19999097564153,-3.4210545507563e-10,6044.8164602809,0.060474166460946,15057.655338946,10053096491.497
4.25,-0.011277517192842,0.19999071770081,-4.0245895505109e-10,6174.048296779,0.056390203117825,15386.909002596,17877214497.906
4.5,-0.01021534120946,0.19999039733127,-6.0571991866709e-10,6298.4913467992,0.051079158528399,15706.006198873,31790682450.564
4.75,-0.0088503804039497,0.19999011994893,-8.4918561071845e-10,6410.5272437984,0.044254088182871,15995.783321726,56532716032.981
5,-0.0073588173122659,0.1999899414885,-9.4094243507925e-10,6503.8074515593,0.036795937122968,16238.350634288,100530964915.09
5.25,-0.0059621187497988,0.19998984326692,-9.3253005317706e-10,6577.9574414861,0.029812107716955,16431.125422047,178772144979.13
5.5,-0.0047459092548571,0.19998978705396,-8.4809803624353e-10,6637.573827609,0.023730758078916,16585.441904071,317906824505.36
5.75,-0.0036500677200985,0.19998974171746,-7.8387296653659e-10,6685.1542241617,0.01825127473404,16708.1771872,565327160328.15
6,-0.0026469873098735,0.19998969933664,-7.0206551683327e-10,6719.8030193868,0.013235618227502,16797.430222859,1005309649150.9

