time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,-0.00011220118793249,0.19999751426332,1.3536560761196e-11,1612.2476006156,0.00056101291232273,4030.667828855,100.53096491508
-3.75,-0.00019943681557401,0.19999751406483,1.333509691559e-12,1612.2684522051,0.00099719647269982,4030.7172229227,178.77214497991
-3.5,-0.00035431059385154,0.19999751343826,2.9714994354002e-11,1612.3342788842,0.0017715749949292,4030.8731616362,317.90682450491
-3.25,-0.00062815555093072,0.19999751146795,-1.1410039579829e-12,1612.5412638582,0.0031408168347697,4031.3635527129,565.3271603275
-3,-0.0011065595929273,0.1999975053459,-2.9660773837037e-11,1613.1844142098,0.0055328669775647,4032.8878831138,1005.3096491449
-2.75,-0.001913050238852,0.19999748700834,-8.2932660738777e-11,1615.1146317276,0.009565371382701,4037.4679010822,1787.7214497853
-2.5,-0.0031492301768482,0.19999743752417,-2.8584445921354e-10,1620.4154114219,0.015746352632305,4050.0862234165,3179.0682450604
-2.25,-0.0046801213326503,0.19999733332468,-4.8642068151139e-10,1632.6154012283,0.023400918676215,4079.3590552503,5653.2716032777
-2,-0.0058926148289792,0.19999718936767,-8.3664186689703e-10,1654.1174249238,0.029463488199552,4131.7649037918,10053.096491496
-1.75,-0.0060147793554428,0.19999706631975,-1.1261933607898e-09,1680.5766749923,0.030074337918999,4197.7066347224,17877.214497958
-1.5,-0.005178171822638,0.19999699520092,-1.0889973367512e-09,1702.7149279912,0.025891248102543,4253.999577653,31790.682450511
-1.25,-0.0041748624404957,0.19999696111233,-1.0580325504606e-09,1717.6814951962,0.020874629380131,4292.3985736658,56532.716032643
-1,-0.0034380459972061,0.19999694070025,-1.0910971015576e-09,1727.7009942631,0.017190492939752,4318.0425182046,100530.96491503
-0.75,-0.0031007030624973,0.19999692234779,-1.2956599126923e-09,1735.0680232927,0.015503753887552,4336.694412901,178772.14497989
-0.5,-0.0032235495071988,0.19999689992414,-1.459054599362e-09,1741.560315583,0.016117997370229,4352.837454175,317906.82450512
-0.25,-0.0038422350953467,0.19999686463756,-1.6091032950527e-09,1749.0081957835,0.019211476650525,4370.9757943195,565327.16033
0,-0.0049437685689561,0.19999682028943,-1.829540630105e-09,1758.6348817037,0.024719235843817,4393.9722092384,1005309.6491477
0.25,-0.0067503833258321,0.19999679565164,-1.4971591189017e-09,1770.9164101731,0.033752457401472,4422.3239225619,1787721.4497919
0.5,-0.0098138980457849,0.1999967997114,-2.2716606373763e-10,1791.033910227,0.049070275424014,4466.9006105985,3179068.2450483
0.75,-0.014169631672511,0.19999680404817,1.5114086426848e-08,1832.0481625428,0.070849290525448,4557.3175852843,5653271.6033038
1,-0.018466536204133,0.19999676645314,-7.0295147480692e-10,1902.8155458687,0.092334173854679,4716.9013637854,10053096.491474
1.25,-0.021734184529522,0.19999665899701,2.1538069105986e-09,1990.6986103573,0.10867273802842,4918.740499478,17877214.497977
1.5,-0.025023939441239,0.19999651122316,2.2406068111991e-09,2087.0297795631,0.12512187981887,5137.2394904556,31790682.450521
1.75,-0.028321530846145,0.19999636352358,3.3371305718788e-09,2202.478210705,0.14161022904356,5398.0461579851,56532716.032694
2,-0.030529622458208,0.19999620768019,5.6535260917201e-09,2338.4911817934,0.15265100680069,5713.2077585704,100530964.91515
2.25,-0.031744792712948,0.1999960252747,9.0292351373478e-09,2488.53929275,0.15872711805192,6068.5783048085,178772144.97985
2.5,-0.03263244121492,0.1999958106125,1.1319684301014e-08,2648.3058746246,0.16316562389911,6449.2060278479,317906824.50501
2.75,-0.033499044189208,0.19999555593573,1.2220075618075e-08,2816.7935666095,0.16749894283084,6849.9586681839,565327160.32959
3,-0.034158852000715,0.19999532142748,1.4608792398008e-08,2997.9423454573,0.17079825546871,7282.5833514053,1005309649.1446
3.25,-0.034213964457913,0.19999515604489,1.6021528992383e-08,3195.2042462707,0.17107396566778,7761.0663778387,1787721449.7881
3.5,-0.033128363675908,0.19999503708232,1.7676478947237e-08,3401.5585060933,0.16564592882043,8276.9982639936,3179068245.0466
3.75,-0.030709443277269,0.1999948883811,1.7604410373906e-08,3602.6256787757,0.15355114086592,8799.3243389735,5653271603.2979
4,-0.027069786587278,0.19999468024268,1.6155033755183e-08,3786.979789961,0.13535253315388,9297.3706089787,10053096491.461
4.25,-0.022692348040582,0.19999446507739,1.4621962307615e-08,3943.7791384129,0.11346488030332,9734.3973618527,17877214497.951
4.5,-0.018510426141782,0.19999428499599,1.2060533904901e-08,4072.2233504843,0.092554775466464,10094.376960057,31790682450.567
4.75,-0.014846995875551,0.1999941650966,1.0259776139776e-08,4179.2090760335,0.074237145213082,10391.060781616,56532716033.008
5,-0.011575722664343,0.19999410594804,7.9924027396316e-09,4265.6245935018,0.057880319071634,10628.767996952,100530964915.11
5.25,-0.008749662897252,0.19999407340123,6.2451595006507e-09,4330.9713333295,0.043749610919657,10807.064163619,178772144979.59
5.5,-0.0064409297534707,0.19999404385865,4.427564981313e-09,4378.5492816688,0.03220560787413,10935.357039403,317906824506.43
5.75,-0.0046020591372694,0.1999940165956,3.1985170068083e-09,4412.2287823335,0.023010984107191,11025.06413669,565327160328.15
6,-0.0031551433803306,0.19999399357606,2.1636592517638e-09,4434.6817621078,0.015776190694589,11084.278626427,1005309649145.9

