time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,1.3157040662862e-07,-0.4,-37.866350485701,-13400.396949937,0.0028260922718613,33500.9923437,100.53096491505
-3.75,2.2273226750577e-07,-0.4,-63.959100266218,-13406.410037012,0.004771341870032,33516.025003483,178.77214497991
-3.5,3.7873337109203e-07,-0.4,-110.54511695857,-13424.147288503,0.0082357430886255,33560.367959559,317.90682450501
-3.25,5.9882471622769e-07,-0.4,-182.53045221858,-13470.431231613,0.013551950850783,33676.077395808,565.32716032784
-3,8.295485841585e-07,-0.4,-275.85638225501,-13564.022036442,0.020339433479832,33910.053660734,1005.3096491451
-2.75,1.031966433967e-06,-0.4,-382.87745717189,-13698.617693287,0.027952661694843,34246.541763509,1787.7214497863
-2.5,1.3406664668963e-06,-0.4,-515.03162408938,-13856.295780687,0.037172859044578,34640.735135793,3179.0682450596
-2.25,1.9548448711056e-06,-0.4,-691.93910027733,-14058.82551139,0.049222317555863,35147.055323675,5653.2716032796
-2,2.6909921047647e-06,-0.4,-890.3044240917,-14347.843525971,0.062058198433239,35869.593839539,10053.096491497
-1.75,3.1594784610173e-06,-0.4,-1068.8264213004,-14724.286518326,0.072597292610817,36810.69518768,17877.214497979
-1.5,3.3066416176948e-06,-0.4,-1214.6643472543,-15174.468621159,0.080054901608042,37936.146447431,31790.682450515
-1.25,3.3004134964965e-06,-0.4,-1316.1257865127,-15679.315916715,0.083948564828973,39198.262640623,56532.716032663
-1,3.2965331735477e-06,-0.4,-1377.7405467459,-16214.132962609,0.084979883962254,40535.304017723,100530.96491501
-0.75,3.279128736336e-06,-0.4,-1397.8813645843,-16771.992012344,0.083354428774158,41929.951379087,178772.14497983
-0.5,3.1762931656343e-06,-0.4,-1358.2757549681,-17335.595959235,0.07835982452901,43338.962931092,317906.82450515
-0.25,2.9671727589959e-06,-0.4,-1250.9549048798,-17867.381735339,0.070020784924742,44668.431137143,565327.16032976
0,2.6514805881617e-06,-0.4,-1092.6398865979,-18327.908380022,0.059622832349903,45819.752841082,1005309.6491479
0.25,2.2699821150973e-06,-0.4,-918.14867156767,-18699.613367322,0.049105563246796,46749.020390667,1787721.4497923
0.5,1.8838539017036e-06,-0.4,-756.2143467838,-18990.785637048,0.039824783594424,47476.955187835,3179068.2450481
0.75,1.5193668418945e-06,-0.4,-620.39887397175,-19217.665283327,0.032286541451156,48044.157316291,5653271.6033021
1,1.1870756009344e-06,-0.4,-518.21247063963,-19396.485150017,0.026719793326424,48491.209029881,10053096.49148
1.25,8.5880421255133e-07,-0.4,-452.87587063175,-19548.394127422,0.02316905730545,48870.982887507,17877214.497973
1.5,4.3996219145051e-07,-0.4,-414.95265100922,-19696.118747885,0.021068837460106,49240.29572863,31790682.450526
1.75,-1.9246113465128e-07,-0.4,-383.14445511272,-19845.021238382,0.019306348855112,49612.55355682,56532716.032696
2,-1.0307115414106e-06,-0.4,-351.04781660894,-19984.449306918,0.01756347146847,49961.125528394,100530964.91517
2.25,-1.852241650841e-06,-0.4,-325.92862680839,-20116.123058495,0.016197726152902,50290.311418274,178772144.97986
2.5,-2.3259451168905e-06,-0.4,-311.71592931113,-20243.713741438,0.01539234307367,50609.288883348,317906824.50513
2.75,-2.2521028109294e-06,-0.4,-312.6898696646,-20370.568127277,0.01534444936258,50926.424717888,565327160.32958
3,-1.7081621672732e-06,-0.4,-325.83224406696,-20501.404404663,0.015888895522496,51253.514489312,1005309649.145
3.25,-9.6712231793106e-07,-0.4,-345.64196846423,-20641.355304765,0.016742701367298,51603.390350848,1787721449.788
3.5,-4.6150991183112e-07,-0.4,-360.20626975649,-20794.105562655,0.017321363968167,51985.26494556,3179068245.0461
3.75,-3.1573913855117e-07,-0.4,-359.61737927284,-20950.883820213,0.017163993650647,52377.210260159,5653271603.298
4,-4.3749377596954e-07,-0.4,-347.42818275441,-21103.153889635,0.016462235790418,52757.885674011,10053096491.469
4.25,-6.5969013136814e-07,-0.4,-324.66759430631,-21248.615388374,0.015277820998573,53121.539809415,17877214497.937
4.5,-5.9205741400009e-07,-0.4,-291.82223169819,-21379.133206693,0.013648382223737,53447.834096462,31790682450.566
4.75,-2.3882356981701e-07,-0.4,-255.27704946339,-21489.968555679,0.01187829643464,53724.921770216,56532716032.998
5,3.4859839869329e-09,-0.4,-218.307595396,-21583.187811712,0.010114714536905,53957.969524524,100530964915.07
5.25,1.2718408260777e-08,-0.4,-181.3320015842,-21659.599476255,0.0083719318319037,54148.998676224,178772144979.66
5.5,-1.0152168724083e-07,-0.4,-146.20289164089,-21719.97364054,0.0067310108745858,54299.934194115,317906824506.39
5.75,-2.0935589620249e-07,-0.4,-113.70168341246,-21766.248625255,0.0052232377212898,54415.621711899,565327160328.26
6,-2.3926531856097e-07,-0.4,-83.86853983382,-21799.547696516,0.0038466623766207,54498.869366687,1005309649146.4

