time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,2.2497621508029e-07,-0.4,-29.770603863029,-14553.399387786,0.0020461741291907,36383.498427593,100.53096491503
-3.75,3.9014245306862e-07,-0.4,-51.578531165812,-14557.336590942,0.0035441050366129,36393.341351551,178.77214497929
-3.5,6.8071355210334e-07,-0.4,-89.344472393624,-14569.054952828,0.0061341842005899,36422.637001852,317.90682450504
-3.25,1.1435206361283e-06,-0.4,-147.78721249315,-14600.235305051,0.010125107771087,36500.587206093,565.32716032739
-3,1.7626931978834e-06,-0.4,-223.68278043339,-14665.011782335,0.015257227446172,36662.52699085,1005.3096491481
-2.75,2.4638985133994e-06,-0.4,-309.10180209711,-14761.291580479,0.020946186592389,36903.224189825,1787.721449793
-2.5,3.3256050850389e-06,-0.4,-412.00887424707,-14886.987846442,0.027684091901921,37217.461049914,3179.0682450617
-2.25,4.2566597488105e-06,-0.4,-533.07017482493,-15065.19877229,0.035394866157016,37662.982744596,5653.2716032752
-2,5.0122038590534e-06,-0.4,-650.48393128649,-15300.792216411,0.042525641511237,38251.960157784,10053.096491459
-1.75,5.8810676179379e-06,-0.4,-756.60322854969,-15576.032507515,0.048589573625386,38940.053450154,17877.214497972
-1.5,7.2283151682132e-06,-0.4,-859.9662634086,-15883.031831628,0.054161833402912,39707.540715433,31790.682450522
-1.25,8.8816412873296e-06,-0.4,-969.36358304007,-16226.923448662,0.059760260573242,40567.254792031,56532.716032904
-1,1.0464051806355e-05,-0.4,-1076.489742127,-16623.867529602,0.064781943616214,41559.598392786,100530.96491502
-0.75,1.1534869749956e-05,-0.4,-1149.1181205402,-17074.544482406,0.067329042625143,42686.27832722,178772.14497983
-0.5,1.1812937427161e-05,-0.4,-1163.7590158452,-17550.171069603,0.066340070926958,43875.341714414,317906.82450507
-0.25,1.1291202168744e-05,-0.4,-1119.0041242144,-18016.496531553,0.062138310564109,45041.162324857,565327.16033016
0,1.0197025175896e-05,-0.4,-1024.5088639869,-18446.077603914,0.055566314694947,46115.128686424,1005309.6491472
0.25,8.8395953354146e-06,-0.4,-896.49130715179,-18819.246944104,0.047659087546645,47048.067808406,1787721.4497916
0.5,7.4088535003301e-06,-0.4,-754.94559370159,-19126.561371527,0.039489607982807,47816.368454406,3179068.2450614
0.75,6.0220866736402e-06,-0.4,-617.75123810801,-19369.585926877,0.031907917418067,48423.941555269,5653271.6033024
1,4.7993281162304e-06,-0.4,-496.83067651172,-19556.962496366,0.025416292474557,48892.391331041,10053096.491508
1.25,3.8205390237284e-06,-0.4,-397.92508687272,-19700.443394604,0.020208343613726,49251.098980216,17877214.497977
1.5,3.0972929084027e-06,-0.4,-322.16737000572,-19811.200459735,0.016269625557221,49527.994909827,31790682.450501
1.75,2.6145540330211e-06,-0.4,-268.39084988168,-19899.534237503,0.013493830627787,49748.831205868,56532716.032968
2,2.3238938744726e-06,-0.4,-231.29405112235,-19974.520575426,0.011585264961996,49936.298077488,100530964.91466
2.25,2.1578149457533e-06,-0.4,-203.56556469659,-20039.744164303,0.01016348708528,50099.357663945,178772144.979
2.5,2.1038986680749e-06,-0.4,-185.14566857053,-20095.977590597,0.0092183312040223,50239.941540554,317906824.50503
2.75,2.1467464252374e-06,-0.4,-181.20448885344,-20148.334832384,0.0089988891155356,50370.834648258,565327160.32943
3,2.1167482130326e-06,-0.4,-194.10815350855,-20204.726647195,0.0096123589084462,50511.814048584,1005309649.1491
3.25,1.8441906495634e-06,-0.4,-222.10128183604,-20273.009301132,0.010960127230949,50682.52069177,1787721449.7971
3.5,1.5382513522105e-06,-0.4,-260.2839093965,-20359.61944243,0.012788167208304,50899.046102934,3179068245.0602
3.75,1.5445888933328e-06,-0.4,-300.85919949157,-20467.923116223,0.014702920818141,51169.804885395,5653271603.2758
4,1.6254629682316e-06,-0.4,-336.13923845351,-20598.215249369,0.016322917338696,51495.534707685,10053096491.496
4.25,1.4514762397863e-06,-0.4,-354.12723691349,-20747.746551188,0.017071856219669,51869.363164742,17877214497.907
4.5,1.2645826267141e-06,-0.4,-345.24962472314,-20900.682663017,0.016521743568117,52251.703928291,31790682450.569
4.75,1.2191625845237e-06,-0.4,-315.88135260551,-21039.521678349,0.015016762186304,52598.801788442,56532716032.988
5,1.2324397016845e-06,-0.4,-277.41866322837,-21158.231464669,0.01311470032421,52895.576524285,100530964915.19
5.25,1.2268406735179e-06,-0.4,-236.29989011976,-21257.068315463,0.01111936473369,53142.668976268,178772144978.89
5.5,1.1331494812076e-06,-0.4,-195.96961204461,-21337.987187674,0.009186905177298,53344.966580864,317906824506.06
5.75,9.6053237924186e-07,-0.4,-156.54238236678,-21403.317328531,0.0073163322844639,53508.292381244,565327160328.05
6,7.2994094116827e-07,-0.4,-117.49140765653,-21452.483491227,0.0054786457005881,53631.208191878,1005309649149.6

