time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,8.1879503101784e-08,-0.4,-9.5358455691463,-11240.482219185,0.00084855314011977,28101.20554308,100.53096491509
-3.75,1.1720861825589e-07,-0.4,-13.46482504292,-11240.635608778,0.0011981634548806,28101.589012079,178.77214497993
-3.5,2.0690596188699e-07,-0.4,-23.757935257654,-11241.11351191,0.0021140031983456,28102.783749043,317.90682450497
-3.25,3.6825167597682e-07,-0.4,-42.29269958414,-11242.605344836,0.0037627443731918,28106.513264727,565.32716032753
-3,6.4353250160573e-07,-0.4,-73.836707428739,-11247.186267184,0.0065665137287764,28117.965370909,1005.3096491444
-2.75,1.1173020531562e-06,-0.4,-127.97454189595,-11260.400435081,0.011367801693097,28151.000193819,1787.7214497843
-2.5,1.8604411724857e-06,-0.4,-211.57934091443,-11293.644715333,0.018739024698713,28234.109327528,3179.0682450603
-2.25,2.9352259087446e-06,-0.4,-329.23115527848,-11360.979596458,0.028986461080721,28402.442949816,5653.271603278
-2,4.4055740850829e-06,-0.4,-485.64363829359,-11477.079096698,0.042325252653375,28692.684366146,10053.096491483
-1.75,6.3605738403913e-06,-0.4,-682.28311122992,-11667.063707002,0.058495375190555,29167.632136928,17877.214497969
-1.5,8.556810028247e-06,-0.4,-900.29724089094,-11956.578840442,0.075318741165031,29891.398939473,31790.682450509
-1.25,1.0210805614177e-05,-0.4,-1101.6872524494,-12353.656332988,0.089204773339215,30884.07050538,56532.716032614
-1,1.0936397244091e-05,-0.4,-1251.0078117352,-12835.842017744,0.097489676889957,32089.519510883,100530.96491504
-0.75,1.0991810253881e-05,-0.4,-1332.3452431718,-13371.224246126,0.099670479134651,33427.969059534,178772.14497989
-0.5,1.0639079659652e-05,-0.4,-1336.0977241357,-13923.809998169,0.095984610292584,34809.436127983,317906.8245051
-0.25,1.0041000077188e-05,-0.4,-1269.5113015323,-14454.727053133,0.08785201867272,36136.737940293,565327.16032996
0,9.1778289647033e-06,-0.4,-1150.3535168111,-14937.121522161,0.077036146106917,37342.737799819,1005309.6491478
0.25,8.0128304476767e-06,-0.4,-999.78439983243,-15349.407839387,0.065155164011225,38373.469513676,1787721.4497917
0.5,6.6758290695273e-06,-0.4,-847.29877392416,-15682.434195583,0.054045262408631,39206.050125401,3179068.2450469
0.75,5.4117436432111e-06,-0.4,-716.17071379223,-15948.841237296,0.04491780411864,39872.078862615,5653271.6033036
1,4.4702085445463e-06,-0.4,-615.75721311264,-16168.369658424,0.038095255009289,40420.906937492,10053096.491486
1.25,3.9662226312487e-06,-0.4,-547.9647610862,-16359.777717529,0.033504560324394,40899.430706362,17877214.497978
1.5,3.9068539853747e-06,-0.4,-511.52411305505,-16540.237631436,0.030935820255391,41350.581584332,31790682.450523
1.75,4.1518980610795e-06,-0.4,-499.31600040707,-16726.002414379,0.029863069157137,41814.993074511,56532716.032662
2,4.3592801575979e-06,-0.4,-497.64998129927,-16924.240630246,0.029415475440002,42310.588011867,100530964.91519
2.25,4.2688991060643e-06,-0.4,-497.912075901,-17131.918089794,0.029074098058373,42829.781935004,178772144.97983
2.5,3.9165714061988e-06,-0.4,-493.44744648924,-17344.357008212,0.028459827584992,43360.880437484,317906824.50503
2.75,3.6376473714413e-06,-0.4,-484.50832441116,-17555.495196337,0.027607771378011,43888.726971773,565327160.32966
3,3.9819247813974e-06,-0.4,-476.7793655297,-17766.032647646,0.026846531238779,44415.06974909,1005309649.1442
3.25,5.3441385939665e-06,-0.4,-469.94566626455,-17977.29179499,0.02615444076271,44943.213782862,1787721449.7866
3.5,7.1292608575176e-06,-0.4,-454.39115412918,-18188.257368849,0.025000500018073,45470.62316097,3179068245.0457
3.75,8.1738471738814e-06,-0.4,-424.49760160973,-18386.348628103,0.023108096591821,45965.849864948,5653271603.2971
4,7.8618349828096e-06,-0.4,-389.01811761559,-18563.424160521,0.020975824884092,46408.541268398,10053096491.468
4.25,6.661530684452e-06,-0.4,-350.47483999813,-18721.047182087,0.018737559017308,46802.603350368,17877214497.941
4.5,5.5254836932247e-06,-0.4,-307.33292444875,-18858.661729539,0.016310462861804,47146.643701332,31790682450.57
4.75,4.6224775453775e-06,-0.4,-260.32709402776,-18975.351243937,0.013730782361996,47438.370582531,56532716033.019
5,3.7755698559666e-06,-0.4,-211.38719038341,-19068.42673939,0.011095157500707,47671.061856057,100530964915.11
5.25,2.9902125690204e-06,-0.4,-164.90327378843,-19137.794120611,0.0086241051900154,47844.482217005,178772144979.5
5.5,2.278102317774e-06,-0.4,-124.80927469774,-19187.828792046,0.0065103019352714,47969.570201507,317906824506.47
5.75,1.627717354865e-06,-0.4,-92.018443070332,-19223.528899666,0.0047908306286514,48058.821312245,565327160328.13
6,1.0786289872502e-06,-0.4,-65.61028522741,-19248.187273065,0.0034113440934098,48120.467740005,1005309649145.7

