time,MMP_eps_imag,MMP_eps_real,MMP_sigma_imag,MMP_sigma_real,attenuation,dispersion,omega_times_volume
-4.25,0,0,0,0,0,0,0
-4,1.9738322206922e-07,-0.4,-28.037802931918,-12583.463063555,0.0022286402584345,31458.657624292,100.53096491504
-3.75,3.4502771665646e-07,-0.4,-48.360425741561,-12586.022174315,0.0038432541710298,31465.055331479,178.77214497915
-3.5,6.0322719652771e-07,-0.4,-84.421197614172,-12593.770760878,0.0067049172431088,31484.42658384,317.9068245049
-3.25,1.0176052796657e-06,-0.4,-142.5669633167,-12615.40004979,0.011303570286939,31538.499217541,565.32716032736
-3,1.5643221399023e-06,-0.4,-224.74914758833,-12665.876834693,0.017748372252556,31664.689888872,1005.3096491501
-2.75,2.065601050111e-06,-0.4,-322.6756099692,-12755.970122666,0.025301213540653,31889.92114007,1787.7214497953
-2.5,2.4020559440817e-06,-0.4,-429.53976890759,-12883.264196157,0.033346923123388,32208.154040615,3179.0682450581
-2.25,2.6402892809845e-06,-0.4,-550.62623489229,-13048.910831542,0.042203715516266,32622.267991104,5653.2716032866
-2,2.8860163598134e-06,-0.4,-683.45393867588,-13267.04365335,0.051522398875235,33167.596803777,10053.096491479
-1.75,3.240385618005e-06,-0.4,-813.60219681925,-13541.102256858,0.060092027475378,33852.739162519,17877.21449794
-1.5,3.7888244995244e-06,-0.4,-936.88804897792,-13865.424540683,0.067579609993056,34663.539162945,31790.682450529
-1.25,4.2811181375107e-06,-0.4,-1051.1981333456,-14239.686799838,0.073832478428005,35599.188868621,56532.716032966
-1,4.3489894057107e-06,-0.4,-1151.9924639021,-14662.018901747,0.078580778558524,36655.015937516,100530.96491502
-0.75,4.1259691802101e-06,-0.4,-1229.5915636896,-15131.354759055,0.081271551213273,37828.355185757,178772.14497986
-0.5,3.8515285000417e-06,-0.4,-1260.7189081388,-15638.228995816,0.080627446045426,39095.542137822,317906.82450521
-0.25,3.5456299527499e-06,-0.4,-1224.2008011778,-16149.739118009,0.075812046708346,40374.32066333,565327.16033014
0,3.2018692013604e-06,-0.4,-1124.4026300976,-16624.371660256,0.067643838489955,41560.906646789,1005309.6491474
0.25,2.8256215910717e-06,-0.4,-984.66952750868,-17033.809414702,0.057813859097607,42584.506145234,1787721.4497919
0.5,2.4324101310258e-06,-0.4,-832.38182461771,-17369.107989376,0.047929213734952,43422.757317498,3179068.2450594
0.75,2.0574728337897e-06,-0.4,-687.80051151528,-17635.826703017,0.039005336930284,44089.557911808,5653271.6033026
1,1.725890053306e-06,-0.4,-562.09091711354,-17845.063364165,0.031502717507206,44612.652346412,10053096.491484
1.25,1.4569887973567e-06,-0.4,-460.90699869514,-18008.503439902,0.025597498352768,45021.254402055,17877214.497974
1.5,1.2685602332678e-06,-0.4,-387.03990151936,-18138.583190125,0.021341107426667,45346.45490621,31790682.45051
1.75,1.1833246611592e-06,-0.4,-340.15729154771,-18247.812142508,0.018643949771477,45619.527840142,56532716.032986
2,1.2678151223322e-06,-0.4,-319.37379217188,-18348.089915897,0.017409548690018,45870.222258614,100530964.91476
2.25,1.5648573991082e-06,-0.4,-320.54675080798,-18454.029520053,0.017373927307232,46135.070664364,178772144.97938
2.5,1.9880692945838e-06,-0.4,-331.31369328342,-18572.277836967,0.017844124076461,46430.690474554,317906824.50491
2.75,2.4461398443463e-06,-0.4,-348.92026543178,-18700.171538065,0.01866478404406,46750.423508992,565327160.32928
3,2.8068422826222e-06,-0.4,-372.35718761512,-18842.951336656,0.019768106152423,47107.371807146,1005309649.1508
3.25,2.9318442158364e-06,-0.4,-389.45562669835,-18999.385329666,0.020505660397318,47498.456185217,1787721449.7974
3.5,2.8282447252407e-06,-0.4,-394.59527273663,-19158.012237661,0.02060395328039,47895.023616684,3179068245.0575
3.75,2.6207384340435e-06,-0.4,-392.15835483498,-19311.343053919,0.020313705311967,48278.351209322,5653271603.284
4,2.326815247007e-06,-0.4,-387.74902500766,-19459.270698767,0.01993200419938,48648.171106394,10053096491.496
4.25,1.9726864748968e-06,-0.4,-382.96622977244,-19606.239001195,0.019537809319576,49015.592780094,17877214497.907
4.5,1.7925100020131e-06,-0.4,-372.02140280407,-19755.349873814,0.018835908538114,49388.370515717,31790682450.566
4.75,1.8379654306785e-06,-0.4,-346.50827791261,-19900.925492815,0.017416262816532,49752.309750548,56532716032.989
5,1.8381078282665e-06,-0.4,-305.16975331244,-20031.124623376,0.015239375164408,50077.808051538,100530964915.01
5.25,1.6101417208156e-06,-0.4,-255.23015323547,-20137.766687097,0.012678229511435,50344.414148446,178772144979.22
5.5,1.2801891246828e-06,-0.4,-205.34582538801,-20220.697724497,0.010158430270614,50551.742667716,317906824505.17
5.75,9.8728113041984e-07,-0.4,-159.45102170995,-20284.081295257,0.0078633627872864,50710.202253939,565327160328.12
6,7.1963564606071e-07,-0.4,-117.56752734221,-20330.612829499,0.0057845823997662,50826.531544797,1005309649151.1

